2023-01-24 16:44:04,401 INFO    StreamThr :23962 [internal.py:wandb_internal():87] W&B internal server running at pid: 23962, started at: 2023-01-24 16:44:04.400981
2023-01-24 16:44:04,403 DEBUG   HandlerThread:23962 [handler.py:handle_request():144] handle_request: status
2023-01-24 16:44:04,404 INFO    WriterThread:23962 [datastore.py:open_for_write():85] open: /home/robotlabx/mtl-world/wandb/run-20230124_164404-sgdo55px/run-sgdo55px.wandb
2023-01-24 16:44:04,404 DEBUG   SenderThread:23962 [sender.py:send():334] send: header
2023-01-24 16:44:04,411 DEBUG   SenderThread:23962 [sender.py:send():334] send: run
2023-01-24 16:44:04,871 INFO    SenderThread:23962 [dir_watcher.py:__init__():216] watching files in: /home/robotlabx/mtl-world/wandb/run-20230124_164404-sgdo55px/files
2023-01-24 16:44:04,871 INFO    SenderThread:23962 [sender.py:_start_run_threads():1065] run started: sgdo55px with start time 1674575044.401064
2023-01-24 16:44:04,871 DEBUG   SenderThread:23962 [sender.py:send_request():361] send_request: summary_record
2023-01-24 16:44:04,871 INFO    SenderThread:23962 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-24 16:44:04,872 DEBUG   HandlerThread:23962 [handler.py:handle_request():144] handle_request: check_version
2023-01-24 16:44:04,872 DEBUG   SenderThread:23962 [sender.py:send_request():361] send_request: check_version
2023-01-24 16:44:05,048 DEBUG   HandlerThread:23962 [handler.py:handle_request():144] handle_request: run_start
2023-01-24 16:44:05,052 DEBUG   HandlerThread:23962 [system_info.py:__init__():31] System info init
2023-01-24 16:44:05,052 DEBUG   HandlerThread:23962 [system_info.py:__init__():46] System info init done
2023-01-24 16:44:05,052 INFO    HandlerThread:23962 [system_monitor.py:start():151] Starting system monitor
2023-01-24 16:44:05,052 INFO    SystemMonitor:23962 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-24 16:44:05,053 INFO    HandlerThread:23962 [system_monitor.py:probe():172] Collecting system info
2023-01-24 16:44:05,053 INFO    SystemMonitor:23962 [interfaces.py:start():168] Started cpu
2023-01-24 16:44:05,054 INFO    SystemMonitor:23962 [interfaces.py:start():168] Started disk
2023-01-24 16:44:05,054 INFO    SystemMonitor:23962 [interfaces.py:start():168] Started gpu
2023-01-24 16:44:05,055 INFO    SystemMonitor:23962 [interfaces.py:start():168] Started memory
2023-01-24 16:44:05,057 INFO    SystemMonitor:23962 [interfaces.py:start():168] Started network
2023-01-24 16:44:05,090 DEBUG   HandlerThread:23962 [system_info.py:probe():195] Probing system
2023-01-24 16:44:05,095 DEBUG   HandlerThread:23962 [system_info.py:_probe_git():180] Probing git
