2023-01-24 16:48:59,112 INFO    StreamThr :27084 [internal.py:wandb_internal():87] W&B internal server running at pid: 27084, started at: 2023-01-24 16:48:59.111931
2023-01-24 16:48:59,114 DEBUG   HandlerThread:27084 [handler.py:handle_request():144] handle_request: status
2023-01-24 16:48:59,115 INFO    WriterThread:27084 [datastore.py:open_for_write():85] open: /home/robotlabx/mtl-world/wandb/run-20230124_164859-hl87g35a/run-hl87g35a.wandb
2023-01-24 16:48:59,115 DEBUG   SenderThread:27084 [sender.py:send():334] send: header
2023-01-24 16:48:59,125 DEBUG   SenderThread:27084 [sender.py:send():334] send: run
2023-01-24 16:48:59,587 INFO    SenderThread:27084 [dir_watcher.py:__init__():216] watching files in: /home/robotlabx/mtl-world/wandb/run-20230124_164859-hl87g35a/files
2023-01-24 16:48:59,587 INFO    SenderThread:27084 [sender.py:_start_run_threads():1065] run started: hl87g35a with start time 1674575339.112022
2023-01-24 16:48:59,587 DEBUG   SenderThread:27084 [sender.py:send_request():361] send_request: summary_record
2023-01-24 16:48:59,587 INFO    SenderThread:27084 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-24 16:48:59,589 DEBUG   HandlerThread:27084 [handler.py:handle_request():144] handle_request: check_version
2023-01-24 16:48:59,589 DEBUG   SenderThread:27084 [sender.py:send_request():361] send_request: check_version
2023-01-24 16:48:59,737 DEBUG   HandlerThread:27084 [handler.py:handle_request():144] handle_request: run_start
2023-01-24 16:48:59,739 DEBUG   HandlerThread:27084 [system_info.py:__init__():31] System info init
2023-01-24 16:48:59,739 DEBUG   HandlerThread:27084 [system_info.py:__init__():46] System info init done
2023-01-24 16:48:59,739 INFO    HandlerThread:27084 [system_monitor.py:start():151] Starting system monitor
2023-01-24 16:48:59,739 INFO    SystemMonitor:27084 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-01-24 16:48:59,739 INFO    HandlerThread:27084 [system_monitor.py:probe():172] Collecting system info
2023-01-24 16:48:59,739 INFO    SystemMonitor:27084 [interfaces.py:start():168] Started cpu
2023-01-24 16:48:59,740 INFO    SystemMonitor:27084 [interfaces.py:start():168] Started disk
2023-01-24 16:48:59,740 INFO    SystemMonitor:27084 [interfaces.py:start():168] Started gpu
2023-01-24 16:48:59,740 INFO    SystemMonitor:27084 [interfaces.py:start():168] Started memory
2023-01-24 16:48:59,740 INFO    SystemMonitor:27084 [interfaces.py:start():168] Started network
2023-01-24 16:48:59,763 DEBUG   HandlerThread:27084 [system_info.py:probe():195] Probing system
2023-01-24 16:48:59,767 DEBUG   HandlerThread:27084 [system_info.py:_probe_git():180] Probing git
2023-01-24 16:48:59,780 DEBUG   HandlerThread:27084 [system_info.py:_probe_git():188] Probing git done
2023-01-24 16:48:59,780 DEBUG   HandlerThread:27084 [system_info.py:probe():241] Probing system done
2023-01-24 16:48:59,780 DEBUG   HandlerThread:27084 [system_monitor.py:probe():181] {'os': 'Linux-5.4.0-050400-generic-x86_64-with-glibc2.27', 'python': '3.9.16', 'heartbeatAt': '2023-01-24T15:48:59.763158', 'startedAt': '2023-01-24T15:48:59.104232', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/robotlabx/mtl-world/train_model.py', 'codePath': 'train_model.py', 'git': {'remote': 'https://github.com/dimarapis/mtl-world.git', 'commit': '54fc1f56fd36f244c22cd479820ff9cd33621d88'}, 'email': 'dimarapis@hotmail.com', 'root': '/home/robotlabx/mtl-world', 'host': 'robotlabX', 'username': 'robotlabx', 'executable': '/home/robotlabx/anaconda3/envs/multisim/bin/python', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3596.0983749999996, 'min': 800.0, 'max': 4766.666666666667}, 'cpu_freq_per_core': [{'current': 4000.5, 'min': 800.0, 'max': 5200.0}, {'current': 3985.559, 'min': 800.0, 'max': 5200.0}, {'current': 2065.871, 'min': 800.0, 'max': 5200.0}, {'current': 2161.248, 'min': 800.0, 'max': 5200.0}, {'current': 3997.082, 'min': 800.0, 'max': 5200.0}, {'current': 3999.787, 'min': 800.0, 'max': 5200.0}, {'current': 3999.267, 'min': 800.0, 'max': 5200.0}, {'current': 3959.857, 'min': 800.0, 'max': 5200.0}, {'current': 3935.837, 'min': 800.0, 'max': 5200.0}, {'current': 3804.201, 'min': 800.0, 'max': 5200.0}, {'current': 3911.647, 'min': 800.0, 'max': 5200.0}, {'current': 3984.223, 'min': 800.0, 'max': 5200.0}, {'current': 3684.321, 'min': 800.0, 'max': 5200.0}, {'current': 3997.807, 'min': 800.0, 'max': 5200.0}, {'current': 3879.697, 'min': 800.0, 'max': 5200.0}, {'current': 3766.432, 'min': 800.0, 'max': 5200.0}, {'current': 3824.763, 'min': 800.0, 'max': 3900.0}, {'current': 3160.796, 'min': 800.0, 'max': 3900.0}, {'current': 3608.522, 'min': 800.0, 'max': 3900.0}, {'current': 3334.109, 'min': 800.0, 'max': 3900.0}, {'current': 3673.99, 'min': 800.0, 'max': 3900.0}, {'current': 3130.027, 'min': 800.0, 'max': 3900.0}, {'current': 2978.614, 'min': 800.0, 'max': 3900.0}, {'current': 3462.204, 'min': 800.0, 'max': 3900.0}], 'disk': {'total': 398.4970474243164, 'used': 376.31111907958984}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25438322688}], 'memory': {'total': 31.17803955078125}}
2023-01-24 16:48:59,780 INFO    HandlerThread:27084 [system_monitor.py:probe():182] Finished collecting system info
2023-01-24 16:48:59,780 INFO    HandlerThread:27084 [system_monitor.py:probe():185] Publishing system info
2023-01-24 16:48:59,780 DEBUG   HandlerThread:27084 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-01-24 16:48:59,781 DEBUG   HandlerThread:27084 [system_info.py:_save_pip():67] Saving pip packages done
2023-01-24 16:48:59,781 DEBUG   HandlerThread:27084 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-01-24 16:49:00,588 INFO    Thread-13 :27084 [dir_watcher.py:_on_file_created():275] file/dir created: /home/robotlabx/mtl-world/wandb/run-20230124_164859-hl87g35a/files/wandb-summary.json
2023-01-24 16:49:00,589 INFO    Thread-13 :27084 [dir_watcher.py:_on_file_created():275] file/dir created: /home/robotlabx/mtl-world/wandb/run-20230124_164859-hl87g35a/files/conda-environment.yaml
2023-01-24 16:49:00,589 INFO    Thread-13 :27084 [dir_watcher.py:_on_file_created():275] file/dir created: /home/robotlabx/mtl-world/wandb/run-20230124_164859-hl87g35a/files/requirements.txt
2023-01-24 16:49:00,990 DEBUG   HandlerThread:27084 [system_info.py:_save_conda():86] Saving conda packages done
2023-01-24 16:49:00,990 INFO    HandlerThread:27084 [system_monitor.py:probe():187] Finished publishing system info
2023-01-24 16:49:00,992 DEBUG   SenderThread:27084 [sender.py:send():334] send: files
2023-01-24 16:49:00,992 INFO    SenderThread:27084 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2023-01-24 16:49:00,995 DEBUG   HandlerThread:27084 [handler.py:handle_request():144] handle_request: stop_status
2023-01-24 16:49:00,996 DEBUG   SenderThread:27084 [sender.py:send_request():361] send_request: stop_status
2023-01-24 16:49:01,211 DEBUG   SenderThread:27084 [sender.py:send():334] send: telemetry
2023-01-24 16:49:01,572 INFO    Thread-16 :27084 [upload_job.py:push():143] Uploaded file /tmp/tmp4taum8pzwandb/sh5h8kq2-wandb-metadata.json
2023-01-24 16:49:01,588 INFO    Thread-13 :27084 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/robotlabx/mtl-world/wandb/run-20230124_164859-hl87g35a/files/conda-environment.yaml
2023-01-24 16:49:01,588 INFO    Thread-13 :27084 [dir_watcher.py:_on_file_created():275] file/dir created: /home/robotlabx/mtl-world/wandb/run-20230124_164859-hl87g35a/files/output.log
2023-01-24 16:49:01,588 INFO    Thread-13 :27084 [dir_watcher.py:_on_file_created():275] file/dir created: /home/robotlabx/mtl-world/wandb/run-20230124_164859-hl87g35a/files/wandb-metadata.json
2023-01-24 16:49:03,297 DEBUG   SenderThread:27084 [sender.py:send():334] send: exit
2023-01-24 16:49:03,297 INFO    SenderThread:27084 [sender.py:send_exit():557] handling exit code: 1
2023-01-24 16:49:03,297 INFO    SenderThread:27084 [sender.py:send_exit():559] handling runtime: 3
2023-01-24 16:49:03,297 INFO    SenderThread:27084 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2023-01-24 16:49:03,297 INFO    SenderThread:27084 [sender.py:send_exit():565] send defer
2023-01-24 16:49:03,297 DEBUG   HandlerThread:27084 [handler.py:handle_request():144] handle_request: defer
2023-01-24 16:49:03,297 INFO    HandlerThread:27084 [handler.py:handle_request_defer():170] handle defer: 0
2023-01-24 16:49:03,297 DEBUG   SenderThread:27084 [sender.py:send_request():361] send_request: defer
2023-01-24 16:49:03,297 INFO    SenderThread:27084 [sender.py:send_request_defer():581] handle sender defer: 0
2023-01-24 16:49:03,298 INFO    SenderThread:27084 [sender.py:transition_state():585] send defer: 1
2023-01-24 16:49:03,298 DEBUG   HandlerThread:27084 [handler.py:handle_request():144] handle_request: defer
2023-01-24 16:49:03,298 INFO    HandlerThread:27084 [handler.py:handle_request_defer():170] handle defer: 1
2023-01-24 16:49:03,298 DEBUG   SenderThread:27084 [sender.py:send_request():361] send_request: defer
2023-01-24 16:49:03,298 INFO    SenderThread:27084 [sender.py:send_request_defer():581] handle sender defer: 1
2023-01-24 16:49:03,298 INFO    SenderThread:27084 [sender.py:transition_state():585] send defer: 2
2023-01-24 16:49:03,298 DEBUG   HandlerThread:27084 [handler.py:handle_request():144] handle_request: defer
2023-01-24 16:49:03,298 INFO    HandlerThread:27084 [handler.py:handle_request_defer():170] handle defer: 2
2023-01-24 16:49:03,298 INFO    HandlerThread:27084 [system_monitor.py:finish():161] Stopping system monitor
2023-01-24 16:49:03,298 INFO    HandlerThread:27084 [interfaces.py:finish():175] Joined cpu
2023-01-24 16:49:03,298 INFO    HandlerThread:27084 [interfaces.py:finish():175] Joined disk
